JPWORD,ENGWORD
木材,wood
槍,spear
ルネサンス,renaissance
肉体,body
疎,Sparse
寅,Tiger
大敗,Big defeat
レアル,real
弾く,play
シベリア,siberia
駅名,Station name
瞳,pupil
キャッシュ,cache
任官,Appointment
フェラーリ,ferrari
マジック,magic
ペット,pet
温,warm
囲碁,Go
国々,Countries
信者,believer
乗船,Boarding
市議,city ​​council
アーキテクチャ,architecture
欄,column
紅白,red and white
ハンス,hans
制服,uniform
果実,fruit
医科,medical science
憧れる,I admire
定住,permanent residence
習慣,habit
高額,expensive
ラーメン,ramen
自作,self-made
西暦,Western calendar
ヤマハ,Yamaha
普段,normally
本多,Honda
掌握,grasp
鼠,mouse
推移,Transition
不利,Unfavorable
インディーズ,indie
野菜,vegetables
公益,public interest
拓,Taku
ドリーム,dream
フェア,fair
売れる,sell
マーティン,martin
警告,caveat
孤立,isolation
休養,rest
招聘,invitation
粉,powder
割引,discount
軍勢,army
農地,farmland
ナップ,Nap
インターフェース,interface
国政,national politics
大田,Ota
鑑,mirror
後世,Posterity
微分,differential
習得,acquisition
役職,post
ノベル,novel
忍,Shinobi
アリーナ,arena
重点,emphasis
奇跡,miracle
追跡,tracking
電機,Electric machine
鳥羽,Toba
ニコライ,nikolai
指数,index
オレゴン,Oregon
浅い,shallow
ホークス,hawks
具合,condition
親子,Parent and child
強める,ramp up
中立,neutral
ブリッジ,bridge
採掘,mining
ガイド,guide
名人,master
横山,Yokoyama
撃退,repel
手前,In front
南端,southern end
偏,side
無事,Safely
ナレーション,Narration
下関,Shimonoseki
火星,Mars
発信,Outgoing
晃,Akira
斑,spots
客室,Guest room
溢れる,overflowing
閣僚,cabinet minister
頭文字,initials
視覚,vision
工芸,Crafts
宇治,Uji
倫理,ethics
貫く,penetrate
グラビア,gravure
予報,forecast
佐野,Sano
柴,Shiba
隠れる,hide
湘南,Shonan
排水,drainage
片側,one side
開店,Opening
武蔵野,Musashino
ストーン,stone
アシスト,assist
沈む,Sink
券売機,Ticket-vending machine
露出,exposure
仮説,hypothesis
ショット,shot
プレス,press
変異,mutation
海老,shrimp
切断,cutting
フォーマット,format
磯,Iso
ウィルソン,wilson
素晴らしい,wonderful
補強,Reinforcement
ライフル,rifle
安倍,Abe
中頃,midway
所要,required
摂取,intake
萩,Hagi
マスク,mask
エクスプレス,express
厚,thickness
保全,Maintenance
アルファベット,alphabet
転送,transfer
下ろす,put it down
復旧,restoration
中形,Medium size
入居,Move in
束,bundle
車輪,Wheel
現職,Current position
冷戦,cold war
仮名,Kana
申し出る,offer
サイン,sign
たけし,Takeshi
替わる,change
防空,air defense
高地,highlands
増設,Expansion
沿革,History
暁,dawn
ペルー,Peru
ハイビジョン,high vision
モール,mall
ヤクルト,Yakult
擁護,defense
スパイ,spy
把握,grasp
付す,Attach
パンチ,punch
嫡男,legitimate son
占拠,occupation
国旗,national flag
最長,longest
葬儀,funeral
肥,fertilizer
大内,Ouchi
位相,phase
任せる,Entrust
正常,normal
愛好,love
炊ける,Can be cooked
楠,camphor tree
抽選,lottery
深める,deepen
負,negative
絵本,picture book
原産,Origin
暴動,riot
水力,water power
エントリー,entry
泥,mud
用地,site
打席,Turn at bat
出品,Listing
垣,fence
明石,Akashi
ビクター,victor
年少,younger
自称,self-proclaimed
夕,evening
ライオンズ,lions
朝日新聞,Asahi Shimbun
長調,major key
交際,companionship
アフガニスタン,Afghanistan
ミネソタ,minnesota
セガ,Sega
破産,bankruptcy
満ちる,be full
連立,coalition
住吉,Sumiyoshi
再興,revival
汎用,General purpose
私鉄,private railway
煙,smoke
尺,shaku
馬鹿,fool
岡本,Okamoto
幾何,geometry
掲示板,bulletin board
暗い,dark
威力,power
翔,Sho
狩る,hunt
母艦,mothership
拳銃,handgun
大輔,Daisuke
頻度,frequency
マイクロソフト,microsoft
住人,resident
何時も,always
利点,advantage
途上,On the way
免疫,immunity
矛盾,Contradiction
結論,conclusion
坪,Tsubo
体長,body length
ダイエー,Daiei
島田,Shimada
地面,Ground
尼,nun
超人,superman
西村,Nishimura
尻,butt
投下,drop
新興,emerging
タービン,turbine
投与,administration
オットー,otto
モバイル,mobile
小田急,Odakyu
専ら,solely
浸透,penetration
雌,female
差異,difference
眠る,sleep
馬車,carriage
伊予,Iyo
取扱,handling
叫ぶ,shout
セールス,sales
バーン,burn
奪,Robbery
阻害,inhibition
虹,rainbow
羽田,Haneda
改組,Reorganization
市電,streetcar
レオン,Leon
療養,medical treatment
ハーモニー,harmony
温暖,warm
血液,blood
催す,hold
ニンテンドー,nintendo
ティー,tea
楼,tower
実態,actual situation
行進,march
異動,Transfer
乗組員,crew
東山,Higashiyama
ブレイク,break
カフェ,Cafe
ずれる,shift
食用,edible
加熱,heating
回線,line
広東,Canton
全集,complete works
少尉,Second Lieutenant
木曜,Thursday
コンパクト,compact
ムハンマド,muhammad
大友,Otomo
置換,replacement
特有,unique
駆使,full use
名所,famous place
掘る,dig
大井,Oi
迎撃,interception
症候,symptoms
乗用車,passenger car
浪,waves
パキスタン,Pakistan
サンディエゴ,san diego
換装,Replacement
座る,sit
兎,rabbit
媒体,medium
気持ち,feeling
最上,Mogami
過激,Radical
那覇,Naha
領有,possession
細長い,elongated
消化,digestion
デトロイト,detroit
日程,schedule
本田,Honda
免れる,be spared
可決,Approved
合体,union
算,calculation
アルバニア,Albania
氷河,glacier
モーニング,Morning
欠点,Disadvantage
伝道,evangelism
調節,adjustment
半径,radius
稼ぐ,earn
閉店,closed
標識,sign
熊谷,Kumagaya
グローバル,global
公布,promulgation
救急,emergency
切手,stamp
ずっと,forever
順序,order
間接,indirect
プリンス,Prince
西口,west exit
田園,countryside
因子,factor
探索,search
中小,small and medium
土壌,soil
民事,Civil matter
戸田,Toda
理念,philosophy
パンク,punk
デルタ,delta
豊橋,Toyohashi
代数,algebra
誤解,misunderstanding
ショック,shock
両側,both sides
プロトコル,protocol
ムービー,movie
援軍,reinforcements
ウェイ,way
祈る,pray
誓う,swear
府中,Fuchu
古河,Koga
特技,Special skill
嘉永,Kaei
ムスリム,muslim
製薬,pharmaceutical
ギア,gear
ビート,beat
否,no
太平,Taihei
山内,Yamauchi
極東,Far East
武力,armed force
スティーヴン,steven
自由党,Liberal Party
食う,eat
同級生,classmate
立川,Tachikawa
模する,imitate
丸い,round
交付,Issue
ループ,loop
軽減,mitigation
バリエーション,variation
特番,Special number
太い,thick
動詞,verb
ドメイン,domain
羊,sheep
ホイール,wheel
成年,Adult
オイル,oil
首脳,leaders
挿絵,Illustration
プラザ,plaza
左派,leftist
全土,whole country
アドルフ,adolf
信じる,believe
ヒューストン,houston
高価,expensive
重傷,Serious injury
指向,oriented
給,salary
コーラス,chorus
メダリスト,medalist
フランクフルト,Frankfurt
悲劇,tragedy
散る,scatter
ストローク,stroke
ダーク,dark
作動,operation
安藤,Ando
聖職,Holy Order
天候,weather
飛ばす,fly
湊,Minato
辞退,Decline
退官,Retirement
新党,new party
スキル,skill
梅田,Umeda
狩猟,hunting
ハーバード,harvard
広義,Broad sense
全曲,All songs
歩む,walk
日向,Hinata
フランソワ,Francois
デッキ,deck
発車,Departure
組み立てる,assemble
込,Including
小田,Oda
シチリア,sicily
シリンダー,cylinder
ジェフ,jeff
松井,Matsui
バンダイ,Bandai
推奨,Recommendation
ユニオン,Union
係数,coefficient
内海,inland sea
フォワード,forward
常時,Always
彰,Akira
改築,renovation
ユニホーム,uniform
ナトリウム,sodium
灘,Nada
金庫,safe
色彩,color
プラハ,prague
アルミ,Aluminum
麻雀,mahjong
工夫,Ingenuity
アピール,appeal
ウエスタン,western
校区,school district
バート,bart
葬る,bury
霧,fog
マレー,Malay
倣う,follow
そもそも,in the first place
直流,direct current
食糧,food
土器,earthenware
偉大,great
ワークス,Works
防災,disaster prevention
水泳,swimming
低,low
斜面,slope
アリス,Alice
クール,cool
松下,Matsushita
正体,true identity
歌合,poetry contest
塩化,chloride
地盤,ground
煙突,chimney
マット,mat
マンチェスター,manchester
窒素,nitrogen
松原,Matsubara
書類,document
有罪,guilty
断絶,Discontinuation
亜種,Subspecies
優しい,kind
高温,high temperature
芝居,play
名声,fame
涼,Cool
多目的,multipurpose
アイヌ,Ainu
藤沢,Fujisawa
農家,farmer
型式,Model
内藤,Naito
利根,Tone
藤井,Fujii
勝手,selfishness
人文,humanities
体調,physical condition
有人,manned
彫る,carve
西南,Southwest
漫才,comedy performed by duo
犀,rhino
春秋,spring and autumn
専修,Specialty
特筆,Special mention
大相撲,Sumo wrestling
妖怪,Apparition
毅,Tsuyoshi
必須,Required
合金,alloy
水源,water source
沢山,Lot
ナポリ,naples
肘,elbow
曲目,Track list
体形,body shape
播磨,Harima
部位,part
筋肉,muscle
打ち出す,launch
標的,target
インテル,intel
ケネディ,kennedy
ヴィクトリア,victoria
尿,urine
国営,National government
金銭,money
院長,Director
一斉,All at once
早川,Hayakawa
キエフ,Kyiv
常務,Managing director
トロント,Toronto
秩父,Chichibu
進撃,attack
我が,my
元気,fine
苦戦,struggle
禅,Zen
側近,entourage
永遠,eternity
イラストレーター,illustrator
進水,launch
林檎,apple
進軍,march
義務付ける,oblige
三好,Miyoshi
オルガン,organ
半数,half
珍,rare
授ける,bestow
景気,economy
オーディオ,audio
功労,meritorious service
不在,absence
告白,confession
大関,Ozeki
弘前,Hirosaki
一角,narwhal
集積,accumulation
ベンチ,bench
アイランド,island
ポンプ,pump
爪,nail
王女,princess
副,Deputy
桜井,Sakurai
降水,precipitation
線形,linear
チケット,ticket
決着,Settlement
ターゲット,target
生える,grow
営利,commercial
透明,transparent
主翼,Main wing
乏しい,poor
手伝う,help
天才,genius
司祭,priest
陣地,position
駿河,Suruga
連ねる,connect
貸,loan
引き分ける,draw
トリノ,turin
工程,process
体力,physical strength
正統,orthodox
マスコット,mascot
ポルノ,porn
池袋,Ikebukuro
央,center
志す,aspire to
教団,cult
スロバキア,Slovakia
洞窟,cave
カントリー,country
スタンダード,Standard
ドッグ,dog
倉敷,Kurashiki
鞍,saddle
同行,accompany
哺乳,Breastfeeding
克,Katsu
特色,Features
築城,Building a castle
フランシス,francis
総統,President
真実,truth
収,collection
基幹,core
中毒,addiction
侵害,infringement
初日,first day
アップル,apple
モーツァルト,mozart
平地,flatland
ダンサー,dancer
津田,Tsuda
三田,Mita
鷲,eagle
パレスチナ,Palestine
股,crotch
造営,construction
無理,Impossible
振る舞う,behave
ユニバーサル,Universal
桑,mulberry
歩道,sidewalk
直営,Direct management
パチンコ,pachinko
死体,cadaver
コロラド,colorado
標本,specimen
亡くす,lose
モントリオール,montreal
刑法,criminal law
蝉,cicada
蝋,wax
海苔,seaweed
友達,friend
後日,at a later date
商船,Merchant ship
布告,proclamation
見送る,see off
サスペンション,suspension
講和,peace
楽天,Rakuten
変遷,Transition
属性,attribute
先駆,pioneer
難民,refugees
つぐ,Tsugu
フレデリック,frederick
単体,Single unit
他人,others
リアル,real
辺境,frontier
湾岸,Gulf Coast
難易,difficulty
適合,Compatibility
炭坑,coal mine
ソフトバンク,Softbank
ラッセル,russell
木製,wooden
後輩,one's junior
高麗,Goryeo
有権者,voters
測量,surveying
隈,Kuma
拒絶,rejection
ハンター,hunter
ドラゴンズ,dragons
正解,correct answer
東亜,Toa
管制,control
乗り出す,embark on
和泉,Izumi
今川,Imagawa
王室,royal family
食堂,dining room
至,To
喪,mourning
町田,Machida
生前,During life
ジョセフ,joseph
切符,ticket
操,Miscellaneous
官房,secretariat
王家,royal family
緊張,tension
花火,firework
アイスランド,Iceland
始発,first train
教官,instructor
葛籠,Kudzu basket
辞典,dictionary
軍部,military
浜田,Hamada
反面,On the other hand
代謝,metabolism
外伝,Side Story
出家,monkhood
好調,Good condition
今井,Imai
豪華,luxury
階層,hierarchy
オリックス,Oryx
大江,Oe
再会,reunion
原始,primitive
蓄積,accumulation
農学,Agriculture
膨大,Huge amount
ライオン,lion
諸説,Various theories
ため,For
下野,Shimotsuke
バイト,Part-Time Job
配す,allocate
常磐,Tokiwa
号する,issue
旅館,Inn
ルノー,renault
世間,world
シネマ,cinema
佐竹,Satake
セントルイス,st louis
不全,Insufficiency
コラボレーション,collaboration
無関係,unrelated
魔女,witch
石垣,stone wall
中尉,lieutenant
上限,upper limit
原発,nuclear power plant
確か,certain
諸侯,Lords
爆破,explosion
白石,Shiraishi
世論,public opinion
挨拶,greeting
咲く,bloom
崩す,break down
陰謀,conspiracy
奪還,recapture
ボランティア,volunteer
増刊,Extra issue
別々,separately
高島,Takashima
勤,Duty
大砲,Cannon
正に,Exactly
回想,Reminiscence
ガリシア,galicia
キット,kit
恐竜,dinosaur
掛,Hanging
安芸,Aki
塩基,base
ゴジラ,Godzilla
西海,west sea
異名,nickname
シニア,Senior
エレクトリック,electric
徴収,Levy
次長,Deputy director
宮本,Miyamoto
種子,seed
病死,death from illness
扇,fan
大洋,ocean
右手,right hand
家屋,house
ラップ,wrap
アムステルダム,Amsterdam
戯曲,play
日時,date and time
木曽,Kiso
阿波,Awa
突く,poke
自立,independence
積分,integral
特権,privilege
同性愛,homosexuality
インストール,install
もはや,no longer
ホラー,horror
ドール,Doll
振るう,wield
廟,temple
真空,vacuum
追求,Pursuit
クイーン,Queen
容器,container
調,tone
対岸,opposite shore
リトル,little
商事,business affairs
遅延,delay
薫,Kaoru
貼る,Paste
加えて,In addition
ローン,loan
摂政,regent
フィルター,filter
実に,Indeed
遠藤,Endo
庸,common sense
本質,essence
講習,Short course
郷土,hometown
諸,various
インディ,indy
水面,water surface
没収,Confiscation
寄贈,Donation
実証,Demonstration
何とか,somehow
ホスト,host
公衆,public
吸う,inhale
計測,measurement
炊く,cook
代官,magistrate
是,Yes
遂行,execution
童,child
国体,national polity
ガーデン,garden
西宮,Nishinomiya
修める,cultivate
内装,Interior
喧嘩,fight
踏まえる,take into account
直列,series
グッズ,Goods
領事,consul
仮定,assumption
休刊,Suspension of publication
戦果,war results
じゃ,well
盗む,steal
甘い,sweet
薬剤,drug
報酬,reward
動脈,artery
東口,east exit
焦点,focus
祖先,ancestor
マウント,mount
ファミコン,Famicom
炭,charcoal
石器,stone tool
実務,practical work
世田谷,Setagaya
貢,Tribute
被る,suffer
婦人,Woman
秩序,order
退学,expulsion from school
鳩,pigeon
果,Fruit
椎,Shii
ギャラリー,gallery
親しい,close
テイラー,taylor
流派,school
丹波,Tamba
吐く,vomit
任天堂,Nintendo
婚約,engagement
他方,on the other hand
係,Person in charge
売買,buying and selling
近接,proximity
略奪,plunder
デバイス,device
アイオワ,iowa
タイミング,timing
血管,blood vessels
連敗,losing streak
愛国,patriotism
慢性,chronic
弦楽,string music
中原,Nakahara
半導体,semiconductor
初年度,first year
崖,cliff
墨,ink
広範囲,wide range
加算,addition
したためる,Drop it down
危惧,apprehension
整える,arrange
エンド,end
セキュリティ,Security
ハンドル,handle
帽,hat
解答,answer
急死,sudden death
公安,public security
一行,one line
混雑,congestion
腫瘍,tumor
生理,Menstruation
逸話,anecdote
元来,originally
最寄り,nearest
告発,accusation
プラスチック,plastic
単発,Single shot
御所,Imperial Palace
部員,club members
調印,signing
書簡,letter
四日市,Yokkaichi
前橋,Maebashi
失脚,fall from grace
庶民,common people
イヤー,year
現金,cash
引き受ける,undertake
ナイター,night game
ニュータウン,new town
響く,resound
順番,order
理学,science
旋律,melody
親会社,Parent company
ゲリラ,guerrilla
中田,Nakata
内田,Uchida
意義,significance
平原,plain
アレクサンダー,alexander
運送,transportation
原稿,manuscript
兼務,Concurrent post
注文,order
男優,actor
髭,beard
意志,will
塊,mass
式典,ceremony
日高,Hidaka
産出,Yield
デー,day
協,cooperation
せい,because of
ストップ,stop
辺り,Around
ジェリー,jerry
フォーミュラ,formula
摂津,Settsu
条項,clause
インディアナ,indiana
削る,sharpen
多彩,Variety
家畜,livestock
幻想,fantasy
民兵,militia
シルバー,silver
ステレオ,stereo
薬品,medicine
通じる,communicate
精力,energy
有無,presence or absence
固体,solid
原爆,atomic bomb
納める,pay
商用,commercial
通告,Notice
アリゾナ,arizona
オックスフォード,Oxford
浮かぶ,floating
舞う,dance
よって,Therefore
分化,differentiation
松尾,Matsuo
再発,recurrence
転写,transcription
難波,Namba
出せる→出す,put out → put out
円形,Round
年寄り,old people
ベリー,berry
女の子,girl
幸せ,happiness
出羽,Dewa
模索,groping
河野,Kono
堆積,deposition
斉藤,Saito
獅子,lion
篤,Atsushi
ビリー,billy
伊賀,Iga
本文,Text
ヨーゼフ,Josef
ビタミン,vitamin
改定,revision
要す,required
追撃,pursuit
グラント,grant
諦める,give up
大石,Oishi
徴兵,conscription
ハミルトン,hamilton
瓶,bottle
視察,inspection
対馬,Tsushima
親善,goodwill
ガール,girl
バット,bat
再選,re-election
刈る,mow
フェルディナンド,ferdinand
ハーン,haan
卓,table
南下,Going south
交点,intersection
洗礼,baptism
亜科,subfamily
レット,Let
退ける,refuse
遺構,ruins
予言,prophecy
検事,prosecutor
エルサレム,Jerusalem
激化,intensify
燃える,burn
くぐる,Go through
ない,do not have
相応しい,suitable
賭ける,bet
シアトル,Seattle
アラスカ,alaska
浮く,float
一説,One theory
揃える,arrange
操る,manipulate
アルファ,alpha
アプローチ,approach
壺,jar
保育,Childcare
以南,South of
ロール,roll
祖母,grandmother
舵,rudder
邸宅,mansion
どのように,How
組成,composition
バッテリー,battery
ルイジアナ,louisiana
パナマ,Panama
窯,kiln
水曜,Wednesday
一面,one side
仲介,intermediary
背中,back
灰色,gray
グレイ,gray
種族,Race
フォーラム,forum
幼名,childhood name
木曜日,Thursday
法制,legal system
尋常,ordinary
人質,hostage
実写,live-action
ドラマー,drummer
役場,Town hall
斬る,kill
放置,abandoned
写る,Take a photo
コミューン,commune
稽古,practice
煉瓦,brick
チェコスロバキア,Czechoslovakia
ノースカロライナ,north carolina
サンクトペテルブルク,St. Petersburg
スペクトル,spectrum
後援,Sponsorship
朝倉,Asakura
終日,all day
費やす,spend
リース,lease
課す,impose
麻薬,drug
漏れる,leak
関ヶ原,Sekigahara
面白い,interesting
出港,departure
他意,Other meaning
ワイルド,wild
位置付,With position
工房,workshop
志向,intention
麻呂,Maro
セダン,sedan
赤坂,Akasaka
マーシャル諸島,marshall islands
ウィル,Will
エチオピア,ethiopia
宗家,Soke
レバー,lever
機銃,machine gun
ウラン,uranium
鋳造,casting
対外,external affairs
征伐,conquest
つくば,Tsukuba
幕下,makushita
ハル,Spring
暴走,Runaway
得,profit
駐在,stationed
駅伝,Ekiden
召集,Muster
一宮,Ichinomiya
政令,Cabinet order
シャツ,shirt
生育,growth
旧姓,maiden name
ケンブリッジ,cambridge
公使,Minister
下回る,below
大地,earth
凍結,frozen
寄生,Parasitic
田辺,Tanabe
麻生,Aso
落ち着く,calm down
使節,envoy
一躍,One leap
喜劇,comedy
前部,front
助言,advice
鑑賞,Appreciation
衰える,waste away
フランシスコ,Francisco
エンジニア,engineer
エルンスト,Ernst
不十分,insufficient
決断,decision
菩薩,Bodhisattva
端子,terminal
続行,Continue
水田,Paddy field
周回,laps
提督,admiral
蒲,Kama
測,measurement
鈴鹿,Suzuka
薫る,Smell
どんな,what kind
ノット,knot
ペルシア,persia
要員,personnel
碁,Go
待機,stand-by
本家,Head family
アンドレ,Andre
一新,Renewal
治水,flood control
差し替える,replace
裏切る,betray
趣旨,Effect
顎,jaw
転落,fall
和名,Japanese name
喜多,Kita
入会,Joining
パレード,parade
祝日,holiday
舞鶴,Maizuru
重臣,senior vassal
アンダーソン,anderson
マウス,mouse
居城,residence
山手,Yamate
ユリウス,julius
余裕,room
工廠,Arsenal
隙,Gap
魔術,magic
湿地,wetland
交える,mix
優勢,superiority
動機,motive
スーツ,suit
樹脂,resin
本願寺,Honganji Temple
信託,trust
補う,compensate
鶴見,Tsurumi
鶏,chicken
秋山,Akiyama
欠ける,lack
当事,The matter in question
リュー,Ryu
弥生,Yayoi
改宗,conversion
僧侶,monk
慣習,custom
激減,drastic decrease
新造,Newly built
信徒,believer
忍者,Ninja
スロベニア,Slovenia
スケジュール,schedule
金剛,Kongo
釜,pot
移設,Relocation
王族,royalty
留置,detention
矢野,Yano
等級,grade
神々,Gods
金子,Kaneko
時折,sometimes
レート,rate
手の平,palm of the hand
録画,recording
鳥居,torii
ゲオルク,Georg
白鳥,swan
書物,book
佐伯,Saeki
エフエム,FM
大抵,usually
吹奏,Wind instrument
免除,exemption
掻く,scratch
サポーター,supporter
集約,aggregation
バーデン,Baden
袖,sleeve
ロベルト,roberto
始動,starting
いけない,should not
娯楽,entertainment
成熟,mature
複製,Reproduction
郡山,koriyama
フラン,Franc
ワルシャワ,warsaw
公民,Citizens
常勤,Full-time
フォース,force
級,grade
不二,Fuji
賑わう,crowded
犯す,commit
舌,tongue
玉川,Tamagawa
醸造,brewing
ハドソン,hudson
トリオ,trio
座標,Coordinate
人格,personality
大森,Omori
秘,secret
名残り,remnants
封鎖,blockade
ダンジョン,dungeon
アルミニウム,aluminum
市道,city ​​road
木星,Jupiter
村田,Murata
介護,nursing care
短調,minor key
列する,stand in line
ムーア,moore
フランクリン,franklin
割れる,break
間に合う,be on time
誘致,Attraction
造成,creation
特例,special case
製鉄,iron manufacturing
入れ替わる,be replaced
想像,imagination
遮断,cut off
サンタ,santa
指標,index
狙撃,sniper
シンプル,simple
バルカン,vulcan
控訴,appeal
系図,genealogy
先祖,ancestor
勝ち目,chance of winning
解明,elucidation
除籍,Expulsion
納入,delivery
上旬,early
両端,both ends
以北,north of
産地,Production area
崩れる,collapse
課税,taxation
太鼓,drum
弾頭,warhead
火器,firearm
コロムビア,columbia
富田,Tomita
巡回,Patrol
旗揚げ,raising the flag
汽船,steamer
カレー,curry
白山,Hakusan
総数,total number
外来,Outpatient
北端,north end
緩やか,gradual
カスティーリャ,castile
密接,close
意味合い,meaning
持ち株,holdings
クライアント,client
持続,duration
ローレンス,Lawrence
アルメニア,armenia
天王寺,Tennoji
最高峰,highest peak
推す,recommend
不調,Slump
降りる,get off
屈指,One of the best
新井,Arai
アウグスト,august
タイムズ,times
ナムコ,Namco
幼児,infant
家具,furniture
教職,teaching profession
曹操,Cao Cao
ゴシック,gothic
ジョニー,Johnny
永井,Nagai
リアルタイム,real time
別府,Beppu
勅令,imperial edict
合わせて,together
グルジア,georgia
カウンター,counter
カタログ,catalog
ヤンキース,yankees
明和,Meiwa
天津,Tianjin
りす,Squirrel
カンボジア,Cambodia
ツイン,twin
フアン,Juan
ビルマ,burma
集結,Gathering
青色,blue
石橋,stone bridge
会える,I can meet you
喫煙,smoking
急性,acute
最速,Fastest
源流,source
監修,Supervision
鋭い,sharp
ポケット,pocket
実体,entity
駐留,stationed
アルプス,alps
ノーフォーク,norfolk
疑惑,suspicion
破棄,destruction
通知,notification
勇気,courage
クリーク,Creek
語学,language
添加,addition
息,breath
ライナー,liner
豊島,Teshima
突如,suddenly
素早い,quick
除外,exclusion
カンファレンス,conference
松浦,Matsuura
一杯,a cup of
廃す,abolish
投ずる,throw
南口,south exit
曽根,Sone
撤回,Withdrawal
ハンブルク,hamburg
タイアップ,tie-up
ルドルフ,rudolph
破損,Corruption
アレン,Allen
メリット,merit
預金,deposit
魚類,fish
荒廃,desolation
謀,conspiracy
処置,treatment
装填,loading
アルバイト,part-time job
多岐,Wide variety
大切,important
テクノロジー,technology
貧しい,poor
満了,expiration
不況,recession
断層,fault
リック,rick
北口,north exit
鉛,lead
騒ぐ,make noise
貴族院,House of Peers
釧路,Kushiro
ウラジーミル,Vladimir
浴場,Bathhouse
念,Thought
元老,Genro
公職,public office
生い立ち,early life
製紙,paper making
逝去,passing away
清朝,Qing Dynasty
空く,empty
山陰,Sanin
楽しい,fun
井戸,well
反論,rebuttal
アーチ,arch
融資,financing
風俗,customs
野外,outdoors
グスタフ,gustav
割に,Comparatively
小売り,retail
動向,trends
賃金,wage
青少年,youth
宰相,Prime Minister
各種の→各種,various → various
ウォーター,water
ファイト,Fight
北極,arctic
樺太,Karafuto
江戸川,Edogawa
拘る,insist on
斧,axe
一色,Isshiki
毎,every
結城,Yuuki
武家,samurai
史学,history
叶う,come true
コナミ,konami
いう,say
禁じる,forbid
見学,visit
収まる,fits
テレビジョン,television
サロン,salon
喉,throat
宣教師,missionary
役人,official
ヨーク,yoke
ランダム,random
行李,Gyori
異母,half-mother
本郷,Hongo
寝台,bed
痛む,It hurts
いまだに,Still
邑,Village
封印,sealed
生体,living body
静か,quiet
糞,shit
フロア,floor
誘拐,kidnapping
トライアル,trial
バーグ,Berg
引き取る,take over
スタン,Stan
負荷,load
国府,Kokufu
恐慌,panic
秋葉,Akiba
玄関,entrance
大社,Taisha
藁,straw
半球,hemisphere
機雷,mine
過半数,majority
高岡,Takaoka
ハワード,howard
フラッシュ,flash
互い,each other
未知,unknown
嫡子,legitimate child
丸山,Maruyama
北大,Hokkaido University
青葉,Aoba
進路,course
近辺,Nearby
英称,English name
借金,debt
明記,clearly stated
広瀬,Hirose
左手,left hand
主将,captain
聖人,saint
矢倉,Yagura
拉致,abduction
天下,The world
尊敬,respect
入党,Joining the party
依然,still
旅客機,passenger plane
延びる,extend
一例,One case
取り消す,cancel
エッセー,essay
準拠,Compliant
西川,Nishikawa
アダム,Adam
ノード,node
遣り取り,exchange
天王,Tennou
意欲,Willingness
仕上げる,finish
堤防,embankment
奥州,Oshu
ブラザーズ,Brothers
入線,Incoming line
時空,spacetime
粒,grain
臨海,waterfront
誤,Mistake
収穫,harvest
中枢,center
党派,faction
訪ねる,visit
那須,Nasu
灯台,lighthouse
狭義,narrow sense
アパート,apartment
山東,shandong
事変,incident
人体,human body
揺れる,sway
習う,learn
出陣,Departing for battle
西郷,Saigo
ポスター,poster
一層,even more
しげ,Shige
硫酸,sulfuric acid
鑑定,Appraisal
分断,division
思考,thinking
調子,condition
信任,confidence
辿り着く,to arrive
退却,retreat
傑作,masterpiece
ソロモン諸島,solomon islands
醍醐,Daigo
添える,add
差す,insert
ボイス,voice
瓦,tile
次女,Second daughter
字幕,subtitles
プライベート,private
蜘蛛,spider
傘,umbrella
架橋,crosslinking
森田,Morita
規約,Terms and conditions
頂上,the top
稲荷,Inari
能登,Noto
興す,revitalize
ルーキー,rookie
奇妙,strange
区立,Municipality
跨線橋,overpass
火薬,gunpowder
プロペラ,propeller
募る,Recruit
たび,Tabi
アルバート,albert
宝永,Hoei
チェロ,cello
チーフ,chief
尼崎,Amagasaki
リバウンド,rebound
無償,Free of charge
ハンド,hand
フォント,font
近海,Near sea
スピン,spin
医者,doctor
参画,Participation
吾妻,Azuma
低減,reduction
釜山,Busan
飛鳥,Asuka
キネマ,Cinema
鎮守,Guardianship
虐待,abuse
大村,Omura
帰投,return
ワーナー,Warner
役目,role
直結,Direct connection
フェニックス,phoenix
久留米,Kurume
送り出す,send out
グラス,glass
届ける,deliver
辞める,quit
迂回,detour
暗黒,darkness
枚数,Number of sheets
次期,Next term
論ずる,discuss
話者,speaker
買い取る,purchase
共用,shared
ベネズエラ,Venezuela
宣告,declaration
追悼,memorial
椿,camellia
ワゴン,wagon
詐欺,scam
胃,stomach
バンクーバー,Vancouver
八代,Yashiro
小銃,rifle
クリーム,cream
立案,planning
荘園,manor
眼鏡,glasses
水深,water depth
内野手,infielder
実権,real power
会派,sect
柔軟,flexible
長尾,Nagao
館長,Director
石灰,lime
纏まる,get together
胞子,spore
淡水,freshwater
アポロ,apollo
女学校,girls school
岩崎,Iwasaki
増殖,proliferation
復讐,revenge
激怒,rage
抽出,extraction
不可,Not possible
脈,pulse
平等,equality
土俵,sumo ring
連なる,Continuing
北欧,nordic
何の,What?
フェザー,feather
氏族,clan
北野,Kitano
フルート,flute
テリー,terry
公家,nobleman
コラム,column
辞す,resign
懐,bosom
点在,scattered
皇室,imperial family
聞こえる,hear
芦,reed
ルーズベルト,roosevelt
平田,Hirata
出入り,Coming and going
本物,genuine
